Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,26,260777,GBM,"{'reg_lambda': 5, 'reg_alpha': 0.1, 'num_leaves': np.int64(29), 'n_estimators': np.int64(176), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,26,260777,GBM,"{'reg_lambda': 5, 'reg_alpha': 0.1, 'num_leaves': np.int64(29), 'n_estimators': np.int64(176), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,RF,"{'n_estimators': np.int64(145), 'min_samples_split': np.int64(9), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(4)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,RF,"{'n_estimators': np.int64(145), 'min_samples_split': np.int64(9), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(4)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,RF,"{'n_estimators': np.int64(145), 'min_samples_split': np.int64(9), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(4)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,RF,"{'n_estimators': np.int64(145), 'min_samples_split': np.int64(9), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(4)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,RF,"{'n_estimators': np.int64(145), 'min_samples_split': np.int64(9), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(4)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': np.int64(29), 'n_estimators': np.int64(57), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': np.int64(29), 'n_estimators': np.int64(57), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': np.int64(29), 'n_estimators': np.int64(57), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': np.int64(29), 'n_estimators': np.int64(57), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,27,270777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': np.int64(29), 'n_estimators': np.int64(57), 'min_child_samples': np.int64(15), 'max_depth': np.int64(9)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,RF,"{'n_estimators': np.int64(104), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(8)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,RF,"{'n_estimators': np.int64(104), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(8)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,RF,"{'n_estimators': np.int64(104), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(8)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,RF,"{'n_estimators': np.int64(104), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(8)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,RF,"{'n_estimators': np.int64(104), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(8)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(47), 'n_estimators': np.int64(15), 'min_child_samples': np.int64(24), 'max_depth': np.int64(5)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(47), 'n_estimators': np.int64(15), 'min_child_samples': np.int64(24), 'max_depth': np.int64(5)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(47), 'n_estimators': np.int64(15), 'min_child_samples': np.int64(24), 'max_depth': np.int64(5)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(47), 'n_estimators': np.int64(15), 'min_child_samples': np.int64(24), 'max_depth': np.int64(5)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,28,280777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(47), 'n_estimators': np.int64(15), 'min_child_samples': np.int64(24), 'max_depth': np.int64(5)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,RF,"{'n_estimators': np.int64(57), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(5)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,RF,"{'n_estimators': np.int64(57), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(5)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,RF,"{'n_estimators': np.int64(57), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(5)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,RF,"{'n_estimators': np.int64(57), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(5)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,RF,"{'n_estimators': np.int64(57), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(5)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(31), 'n_estimators': np.int64(29), 'min_child_samples': np.int64(76), 'max_depth': np.int64(14)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(31), 'n_estimators': np.int64(29), 'min_child_samples': np.int64(76), 'max_depth': np.int64(14)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(31), 'n_estimators': np.int64(29), 'min_child_samples': np.int64(76), 'max_depth': np.int64(14)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(31), 'n_estimators': np.int64(29), 'min_child_samples': np.int64(76), 'max_depth': np.int64(14)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,29,290777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(31), 'n_estimators': np.int64(29), 'min_child_samples': np.int64(76), 'max_depth': np.int64(14)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,RF,"{'n_estimators': np.int64(173), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(11)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,RF,"{'n_estimators': np.int64(173), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(11)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,RF,"{'n_estimators': np.int64(173), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(11)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,RF,"{'n_estimators': np.int64(173), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(11)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,RF,"{'n_estimators': np.int64(173), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(11)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(39), 'n_estimators': np.int64(143), 'min_child_samples': np.int64(17), 'max_depth': np.int64(11)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(39), 'n_estimators': np.int64(143), 'min_child_samples': np.int64(17), 'max_depth': np.int64(11)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(39), 'n_estimators': np.int64(143), 'min_child_samples': np.int64(17), 'max_depth': np.int64(11)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(39), 'n_estimators': np.int64(143), 'min_child_samples': np.int64(17), 'max_depth': np.int64(11)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,1,11777,GBM,"{'reg_lambda': 10, 'reg_alpha': 0.1, 'num_leaves': np.int64(39), 'n_estimators': np.int64(143), 'min_child_samples': np.int64(17), 'max_depth': np.int64(11)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,RF,"{'n_estimators': np.int64(111), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(5)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,RF,"{'n_estimators': np.int64(111), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(5)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,RF,"{'n_estimators': np.int64(111), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(5)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
CRIME,5,2,21777,RF,"{'n_estimators': np.int64(111), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(5)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
